System,ROM Name,Description,ISVERTICAL,FW Reborn,LEGENDS,FW Atarashii,INSERT COIN,FOCUS,FW Atarashii Gems,FW Atarashii Mini,FW Atarashii Micro,Vertical,Year,numberPlayers,ctrlType,Buttons,Simple Manufacturer,Joystick Input,Other Input,Manufacturers,,,1080 Avalanche,1775
arcade,dkong,Donkey Kong 1,x,x,x,x,x,x,MINI,x,x,VERTICAL,1981,2,4 way,1,Nintendo,joy4way,,Nintendo,,,,#N/A
arcade,dkong3,Donkey Kong 3,x,x,x,x,x,x,MINI,x,x,VERTICAL,1983,2,4 way,1,Nintendo,joy4way,,Nintendo,,,,#N/A
arcade,dkongjr,Donkey Kong 2 Junior,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,4 way,1,Nintendo,joy4way,,Nintendo,,,,#N/A
arcade,dkongx,Donkey Kong 2 : Jumpman Returns,x,x,x,x,,,,,,VERTICAL,1981,2,4 way,1,Nintendo,joy4way,,hack / Braze Technologies,,,,#N/A
arcade,dkongx11,Donkey Kong 2 : Spooky Mix,x,x,x,x,x,,,,,VERTICAL,1981,2,4 way,1,Nintendo,joy4way,,hack / Braze Technologies,,,,#N/A
arcade,dmnfrnt,Demon Front,x,x,x,x,x,x,x,x,,HORIZONTAL,2002,4,8 way,4,Other,joy8way,,IGS,,,,#N/A
arcade,docastle,Mr. Do's Castle,x,x,x,x,,,,,,VERTICAL,1983,2,4 way,2,Other,joy4way,,Universal,,,,#N/A
arcade,dogyuun,Dogyuun,x,x,x,x,,,,,,VERTICAL,1992,2,8 way,3,Toaplan,joy8way,,Toaplan,,,,#N/A
arcade,donpachi,DonPachi,x,,x,x,,,,,,VERTICAL,1995,2,8 way,3,Cave,joy8way,,Cave / Atlus license,,,,#N/A
arcade,dotron,Discs of Tron,,x,x,x,,,,,,HORIZONTAL,1983,1,8 way,4,Midway,joy8way,trackball / dial,Bally Midway,,,,#N/A
arcade,dowild,Mr. Do's Wild Ride,x,,x,x,,,,,,HORIZONTAL,1984,2,4 way,2,Other,joy4way,,Universal,,,,#N/A
arcade,dragnblz,Dragon Blaze,x,x,x,x,x,,,,,VERTICAL,2000,2,8 way,3,Psikyo,joy8way,,Psikyo,,,,#N/A
arcade,drgnbstr,Dragon Buster,x,,x,x,,,,,,HORIZONTAL,1984,2,4 way,2,Namco,joy4way,,Namco,,,,#N/A
arcade,dsaber,Dragon Saber 2,x,x,x,x,,,,,,VERTICAL,1990,2,8 way,3,Namco,joy8way,,Namco,,,,#N/A
arcade,dsmbl,Deathsmiles MegaBlack Label,x,x,x,x,x,x,x,x,,HORIZONTAL,2008,2,8 way,4,Cave,joy8way,,Cave / AMI license,,,,#N/A
arcade,dspirit,Dragon Saber 1,x,x,x,x,,,,,,VERTICAL,1987,2,8 way,3,Namco,joy8way,,Namco,,,,#N/A
arcade,dstlk,Darkstalkers: The Night Warriors,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1994,2,8 way,6,Capcom,joy8way,,Capcom,,,,#N/A
arcade,dynagear,Dyna Gear,,x,x,x,,,,,,HORIZONTAL,1993,2,8 way,3,Other,joy8way,,Sammy,,,,#N/A
arcade,dynduke,Dynamite Duke,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,Other,joy8way,,Seibu Kaihatsu,,,,#N/A
arcade,dynwar,Dynasty Wars,x,x,x,x,x,x,x,x,x,HORIZONTAL,1989,2,8 way,3,Capcom,joy8way,,Capcom,,,,#N/A
arcade,ecofghtr,Eco Fighters,x,x,x,x,x,,,,,HORIZONTAL,1993,2,8 way,3,Capcom,joy8way,dial,Capcom,,,,#N/A
arcade,edrandy,"Cliffhanger, The: Edward Randy",,x,x,x,,,,,,HORIZONTAL,1990,2,8 way,2,Data East,joy8way,,Data East,,,,#N/A
arcade,elevator,Elevator Action 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1983,2,8 way,2,Taito,joy8way,,Taito,,,,#N/A
arcade,elvactr,Elevator Action 2 Returns,x,x,x,x,x,x,x,x,,HORIZONTAL,1994,4,8 way,4,Taito,joy8way,dial,Taito,,,,#N/A
arcade,empcity,Empire City: 1931,,x,x,x,,,,,,HORIZONTAL,1986,2,8 way,2,Other,joy8way,,Seibu Kaihatsu,,,,#N/A
arcade,enduror,Enduro Racer,x,x,x,x,x,,,,,HORIZONTAL,1986,1,analog,0,SEGA,,pedal / stick,SEGA,,,,#N/A
arcade,eprom,Escape from the Planet of the Robot Monsters,,,x,x,,,,,,HORIZONTAL,1989,2,analog,3,Atari,,stick,Atari Games / Atari,,,,#N/A
arcade,esb,"Star Wars 2 : Empire Strikes Back, The",x,x,x,x,,,,,,HORIZONTAL,1985,1,analog,4,Atari,,stick,Atari Games,,,,#N/A
arcade,espgal,Espgaluda 1,x,x,x,x,x,x,x,x,,VERTICAL,2003,2,8 way,4,Cave,joy8way,,Cave / AMI license,,,,#N/A
arcade,espgal2,Espgaluda 2,x,x,x,x,x,,,,,VERTICAL,2005,2,8 way,4,Cave,joy8way,,Cave / AMI license,,,,#N/A
arcade,esprade,ESP Ra.De.,x,x,x,x,x,x,x,x,x,VERTICAL,1998,2,8 way,3,Cave,joy8way,,Cave / Atlus license,,,,#N/A
arcade,eswat,"E-Swat: Cyber Police (set 4, World)",x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,SEGA,joy8way,,SEGA,,,,#N/A
arcade,excthour,Exciting Hour,x,x,x,x,x,x,x,x,,VERTICAL,1985,2,8 way,2,Technos,joy8way,,Technos Japan / Taito,,,,#N/A
arcade,exedexes,Exed Exes,x,x,x,x,x,x,x,x,,VERTICAL,1985,2,8 way,2,Capcom,joy8way,,Capcom,,,,#N/A
arcade,exerion,Exerion,x,x,x,x,x,,x,,,VERTICAL,1983,2,8 way,2,Other,joy8way,,Jaleco,,,,#N/A
arcade,exprraid,Express Raider,,x,x,x,x,,,,,HORIZONTAL,1986,2,8 way,2,Data East,joy8way,,Data East,,,,#N/A
arcade,fantzone,Fantasy Zone,,x,x,x,,,,,,HORIZONTAL,1986,2,8 way,3,SEGA,joy8way,,SEGA,,,,#N/A
arcade,fatfursp,Fatal Fury Special,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1993,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,fbfrenzy,Football Frenzy,,x,x,x,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,ffight,Final Fight,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,Capcom,joy8way,,Capcom,,,,#N/A
arcade,finalb,Final Blow,,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,5,Taito,joy8way,,Taito,,,,#N/A
arcade,fixeight,FixEight,x,x,x,x,,,,,,VERTICAL,1992,3,8 way,2,Toaplan,joy8way,,Toaplan,,,,#N/A
arcade,flicky,Flicky,x,x,x,x,x,x,x,x,x,HORIZONTAL,1984,2,4 way,1,SEGA,joy2way,,SEGA,,,,#N/A
arcade,foodf2,Food Fight,,x,x,x,,,,,,HORIZONTAL,1982,2,analog,1,Atari,,stick,General Computer Corporation / Atari license,,,,#N/A
arcade,footchmp,Football Champ,,x,x,x,,,,,,HORIZONTAL,1990,4,8 way,2,Taito,joy8way,,Taito,,,,#N/A
arcade,forgottn,Forgotten Worlds,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,twin stick,1,Capcom,joy8way,dial,Capcom,,,,#N/A
arcade,frogger,Frogger,x,x,x,x,x,x,MINI,x,x,VERTICAL,1981,2,4 way,0,Konami,joy4way,,Konami,,,,#N/A
arcade,frontlin,Front Line,x,x,x,x,,,,,,VERTICAL,1982,2,twin stick,2,Taito,doublejoy8way,,Taito,,,,#N/A
arcade,fround,"Final Round, The",,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,3,Konami,joy8way,,Konami,,,,#N/A
arcade,fshark,Flying Shark,x,x,x,x,x,x,MINI,x,x,VERTICAL,1987,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito,,,,#N/A
arcade,futari10,Mushihime 2 -Sama Futari Ver 1.0,x,x,x,x,x,x,x,x,,VERTICAL,2006,2,8 way,4,Cave,joy8way,,Cave / AMI license,,,,#N/A
arcade,ga2,Golden Axe 2 : The Revenge of Death Adder,x,x,x,x,x,x,x,x,,HORIZONTAL,1992,4,8 way,3,SEGA,joy8way,,SEGA,,,,#N/A
arcade,gaiden,Ninja Gaiden,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,8 way,3,Tecmo,joy8way,,Tecmo,,,,#N/A
arcade,galaga,Galaga 1,x,x,x,x,x,x,MINI,x,x,VERTICAL,1981,2,4 way,1,Midway,joy2way,,Namco / Midway,,,,#N/A
arcade,galaga88,Galaga 2 '88,x,x,x,x,x,,,,,VERTICAL,1987,2,8 way,3,Namco,joy8way,,Namco,,,,#N/A
arcade,galaxian,Galaga 0 Galaxian,x,x,x,x,x,x,MINI,x,x,VERTICAL,1979,2,4 way,1,Midway,joy2way,,Namco,,,,#N/A
arcade,galivan,Cosmo Police Galivan,x,,x,x,,,,,,VERTICAL,1985,2,8 way,3,Other,joy8way,,Nichibutsu,,,,#N/A
arcade,gangwars,Gang Wars,,,x,x,,,,,,HORIZONTAL,1989,2,8 way,3,Other,joy8way,,Alpha Denshi Co.,,,,#N/A
arcade,ganryu,Ganryu,x,,x,x,,,,,,HORIZONTAL NEOGEO,1999,2,8 way,4,Neo Geo,joy8way,,Visco,,,,#N/A
arcade,gaplus,Galaga 3 Gaplus,x,x,x,x,x,x,x,x,,VERTICAL,1984,2,8 way,1,Namco,joy8way,,Namco,,,,#N/A
arcade,garou,Garou: Mark of the Wolves,x,x,x,x,x,x,MINI,x,x,HORIZONTAL NEOGEO,1999,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,gaunt22p,Gauntlet 2,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,4,8 way,2,Atari,joy8way,,Atari Games,,,,#N/A
arcade,gauntleg,Gauntlet Legends,x,,x,x,,,,,,HORIZONTAL,1998,4,8 way,3,Atari,joy8way,stick,Atari Games,,,,#N/A
arcade,gauntlet2p,Gauntlet 1,x,,x,x,,,,,,HORIZONTAL,1985,4,8 way,2,Atari,joy8way,,Atari Games,,,,#N/A
arcade,gberet,Green Beret,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1985,2,8 way,2,Konami,joy8way,,Konami,,,,#N/A
arcade,gbusters,Gang Busters,x,x,x,x,x,,,,,VERTICAL,1988,2,8 way,2,Konami,joy8way,,Konami,,,,#N/A
arcade,gforce2,Galaxy Force 2,x,x,x,x,x,x,x,x,,HORIZONTAL,1988,1,analog,2,SEGA,,stick,SEGA,,,,#N/A
arcade,gground,Gain Ground,x,x,x,x,,,,,,VERTICAL,1988,3,8 way,3,SEGA,joy8way,,SEGA,,,,#N/A
arcade,ghostb,"Real Ghostbusters, The",,x,x,x,,,,,,HORIZONTAL,1987,2,8 way,2,Data East,joy8way,,Data East,,,,#N/A
arcade,ghoulsu,Ghouls'n Ghosts,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,4 way,2,Capcom,joy4way,,Capcom,,,,#N/A
arcade,ghoxj,Ghox,x,x,x,x,,,,,,VERTICAL,1991,2,8 way,2,Toaplan,joy8way,dial,Toaplan,,,,#N/A
arcade,gigawing,Giga Wing,x,x,x,x,x,x,x,x,x,HORIZONTAL,1999,2,8 way,2,Capcom,joy8way,,Takumi / Capcom,,,,#N/A
arcade,gijoe,G.I. Joe,x,x,x,x,x,x,x,x,,HORIZONTAL,1992,4,8 way,3,Konami,joy8way,,Konami,,,,#N/A
arcade,gladiatr,Gladiator,,x,x,x,,,,,,HORIZONTAL,1986,2,8 way,3,Taito,joy8way,,Allumer / Taito,,,,#N/A
arcade,gnbarich,Gunbarich,x,x,x,x,,,,,,VERTICAL,2001,2,8 way,3,Psikyo,joy8way,,Psikyo,,,,#N/A
arcade,gng,Ghosts'n Goblins,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1985,2,8 way,2,Capcom,joy8way,,Capcom,,,,#N/A
arcade,goldnaxe,"Golden Axe 1 (set 6, US)",x,x,x,x,x,,x,x,,HORIZONTAL,1989,2,8 way,3,SEGA,joy8way,,SEGA,,,,#N/A
arcade,gorf,Gorf,x,x,x,x,,,,,,VERTICAL,1981,2,8 way,1,Midway,joy8way,,Dave Nutting Associates / Midway,,,,#N/A
arcade,gpilots,Ghost Pilots,,x,x,x,,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,gradius,Gradius 1,,x,x,x,,,,,,HORIZONTAL,1985,2,8 way,3,Konami,joy8way,,Konami,,,,#N/A
arcade,gradius2,Gradius 2: GOFER no Yabou,x,x,x,x,x,x,x,x,,HORIZONTAL,1988,2,8 way,3,Konami,joy8way,,Konami,,,,#N/A
arcade,gradius3,Gradius 3,,x,x,x,,,,,,HORIZONTAL,1989,2,8 way,3,Konami,joy8way,,Konami,,,,#N/A
arcade,growl,Growl,x,,x,x,x,,,,,HORIZONTAL,1990,4,8 way,3,Taito,joy8way,,Taito,,,,#N/A
arcade,gt2k,Golden Tee 2K,,x,x,x,,,,,,HORIZONTAL,2000,2,trackball,2,Other,,trackball,Incredible Technologies,,,,#N/A
arcade,gtfore06,Golden Tee Fore! 2006 Complete,x,x,x,x,,,,,,HORIZONTAL,2005,1,trackball,4,Other,,lightgun / trackball,Incredible Technologies,,,,#N/A
arcade,gtmr2,Great 1000 Miles Rally 2 : Mille Miglia 2,,x,x,x,,,,,,HORIZONTAL,1995,2,8 way,8,Other,joy8way,paddle / dial,Kaneko,,,,#N/A
arcade,gtmrusa,Great 1000 Miles Rally 1: U.S.A Version!,,x,x,x,,,,,,HORIZONTAL,1994,2,8 way,2,Other,joy8way,paddle / dial,Kaneko,,,,#N/A
arcade,gunbird,Gunbird 1,x,x,x,x,,,,,,VERTICAL,1994,2,8 way,3,Psikyo,joy8way,,Psikyo,,,,#N/A
arcade,gunbird2,Gunbird 2,x,x,x,x,x,,,,,VERTICAL,1998,2,8 way,3,Psikyo,joy8way,,Psikyo,,,,#N/A
arcade,gundhara,Gundhara,x,x,x,x,,,,,,VERTICAL,1995,2,8 way,3,Other,joy8way,,Banpresto,,,,#N/A
arcade,gunforc2,Gun Force 2,,x,x,x,,,,,,HORIZONTAL,1994,2,8 way,2,Irem,joy8way,,Irem,,,,#N/A
arcade,gunforce,Gun Force 1 : Battle Fire Engulfed Terror Island,,x,x,x,,,,,,HORIZONTAL,1991,2,8 way,2,Irem,joy8way,,Irem,,,,#N/A
arcade,gunlock,Gunlock,x,x,x,x,,,,,,VERTICAL,1993,4,8 way,4,Taito,joy8way,dial,Taito,,,,#N/A
arcade,gunsmoke,Gun Smoke,x,x,x,x,x,x,MINI,x,x,VERTICAL,1985,2,8 way,3,Capcom,joy8way,,Capcom,,,,#N/A
arcade,guwange,Guwange,x,x,x,x,x,x,x,x,x,VERTICAL,1999,2,8 way,3,Cave,joy8way,,Cave / Atlus license,,,,#N/A
arcade,gwarb,Guerrilla War,x,x,x,x,x,x,MINI,x,x,VERTICAL,1987,2,twin stick,2,SNK,joy8way,positional,bootleg / SNK,,,,#N/A
arcade,gyruss,Gyruss,x,x,x,x,x,x,MINI,x,x,VERTICAL,1983,2,4 way,1,Konami,joy2way,,Konami,,,,#N/A
arcade,hangon,Hang-On,,x,x,x,,,,,,HORIZONTAL,1985,1,analog,0,SEGA,,pedal / paddle,SEGA,,,,#N/A
arcade,hbarrel,Heavy Barrel,x,x,x,x,x,x,x,x,x,VERTICAL,1987,2,twin stick,2,Data East,joy8way,positional,Data East,,,,#N/A
arcade,hcastle,Haunted Castle,,x,x,x,,,,,,HORIZONTAL,1988,2,4 way,2,Konami,joy4way,,Konami,,,,#N/A
arcade,hharry,Hammerin' Harry,x,x,x,x,x,x,x,x,,HORIZONTAL,1990,2,8 way,4,Irem,joy8way,,Irem,,,,#N/A
arcade,higemaru,Pirate Ship Higemaru,x,x,x,x,x,,,,,HORIZONTAL,1984,2,4 way,1,Capcom,joy4way,,Capcom,,,,#N/A
arcade,hippodrm,Hippodrome,x,x,x,x,x,x,x,x,x,HORIZONTAL,1989,2,8 way,2,Data East,joy8way,,Data East,,,,#N/A
arcade,hook,Hook,,x,x,x,,,,,,HORIZONTAL,1992,4,8 way,2,Irem,joy8way,,Irem,,,,#N/A
arcade,hotchase,Hot Chase,,x,x,x,,,,,,HORIZONTAL,1988,1,analog,2,Konami,,pedal / paddle,Konami,,,,#N/A
arcade,hotdogst,Hotdog Storm,x,,x,x,,,,,,VERTICAL,1996,2,8 way,3,Other,joy8way,,Marble / Ace International license,,,,#N/A
arcade,hsf2,Hyper Street Fighter 2: The Anniversary Edition,x,x,x,x,x,x,x,x,,HORIZONTAL,2004,2,8 way,6,Capcom,joy8way,,Capcom,,,,#N/A
arcade,hyperspt,Hyper Sports,x,x,x,x,x,x,x,x,,HORIZONTAL,1984,4,buttons only,3,Konami,,only_buttons,Konami / Centuri license,,,,#N/A
arcade,ibarablk,Ibara Kuro Black Label,x,x,x,x,x,,,,,VERTICAL,2006,2,8 way,4,Cave,joy8way,,Cave / AMI license,,,,#N/A
arcade,ikari,Ikari Warriors,x,x,x,x,x,x,MINI,x,x,VERTICAL,1986,2,twin stick,2,SNK,joy8way,positional,SNK,,,,#N/A
arcade,ikari3,Ikari Warriors 3: The Rescue,x,x,x,x,x,,,,,HORIZONTAL,1989,2,8 way,3,SNK,joy8way,positional,SNK,,,,#N/A
arcade,imgfight,Image Fight,x,x,x,x,,,,,,VERTICAL,1988,2,8 way,4,Irem,joy8way,,Irem,,,,#N/A
arcade,indytemp,Indiana Jones & the Temple of Doom,x,x,x,x,x,x,x,x,x,HORIZONTAL,1985,1,8 way,1,Atari,joy8way,,Atari Games / Atari,,,,#N/A
arcade,insectx,Insector X,,x,x,x,,,,,,HORIZONTAL,1989,2,8 way,2,Taito,joy8way,,Taito,,,,#N/A
arcade,inthunt,In The Hunt,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1993,2,8 way,2,Irem,joy8way,,Irem,,,,#N/A
arcade,invadpt2,Space Invaders Part 2,x,x,x,x,x,x,MINI,x,x,VERTICAL,1979,2,4 way,1,Taito,joy2way,,Taito,,,,#N/A
arcade,ironhors,Iron Horse,x,x,x,x,x,,x,,,HORIZONTAL,1986,2,4 way,3,Konami,joy4way,,Konami,,,,#N/A
arcade,irrmaze,"Irritating Maze, The",,x,x,x,,,,,,HORIZONTAL NEOGEO,1997,2,trackball,2,Neo Geo,,only_buttons / trackball,SNK / Saurus,,,,#N/A
arcade,jackal,Jackal,x,x,x,x,x,x,MINI,x,x,VERTICAL,1986,2,8 way,2,Konami,joy8way,,Konami,,,,#N/A
arcade,jailbrek,Jail Break,x,x,x,x,x,,x,,,HORIZONTAL,1986,2,8 way,2,Konami,joy8way,,Konami,,,,#N/A
arcade,jdreddp,Judge Dredd,x,x,x,x,x,,,,,HORIZONTAL,1993,3,8 way,4,Midway,joy8way,,Midway,,,,#N/A
arcade,jedi,Star Wars 3 : Return of the Jedi,x,x,x,x,,,,,,HORIZONTAL,1984,1,analog,3,Atari,,stick,Atari,,,,#N/A
arcade,joemacr,Joe & Mac Returns,,x,x,x,,,,,,HORIZONTAL,1994,2,8 way,3,Data East,joy8way,,Data East,,,,#N/A
arcade,jojoban,JoJo 2 no Kimyou na Bouken: Mirai e no Isan,x,x,x,x,x,x,x,x,,HORIZONTAL,1999,2,8 way,6,Capcom,joy8way,,Capcom,,,,#N/A
arcade,jojon,JoJo 1 Venture,x,,x,x,x,,,,,HORIZONTAL,1998,2,8 way,6,Capcom,joy8way,,Capcom,,,,#N/A
arcade,joust,Joust 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1982,2,4 way,1,Williams,joy2way,,Williams,,,,#N/A
arcade,joust2,Joust 2: Survival of the Fittest,x,x,x,x,,,,,,VERTICAL,1986,2,4 way,2,Williams,joy2way,,Williams,,,,#N/A
arcade,jpark,Jurassic Park,,x,x,x,,,,,,HORIZONTAL,1993,2,lightgun,1,SEGA,,stick,SEGA,,,,#N/A
arcade,junglek,Jungle King,x,x,x,x,x,x,x,x,x,HORIZONTAL,1982,2,8 way,1,Taito,joy8way,,Taito,,,,#N/A
arcade,junofrst,Juno First,x,x,x,x,x,x,x,x,,VERTICAL,1983,2,8 way,3,Konami,joy8way,,Konami,,,,#N/A
arcade,kabukikl,Far East of Eden: Kabuki Klash,x,,x,x,x,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,Hudson / Red Company,,,,#N/A
arcade,kageki,Kageki,x,x,x,x,x,,,,,VERTICAL,1988,2,8 way,2,Taito,joy8way,,Kaneko / Taito,,,,#N/A
arcade,kangaroo,Kangaroo,x,x,x,x,x,,,,,VERTICAL,1982,2,8 way,1,Other,joy8way,,Sun Electronics / Sunsoft,,,,#N/A
arcade,karnov,Karnov,x,x,x,x,x,,,,,HORIZONTAL,1987,2,8 way,3,Data East,joy8way,,Data East,,,,#N/A
arcade,kchamp,Karate Champ,x,x,x,x,x,x,x,x,x,VERTICAL,1984,2,twin stick,0,Data East,doublejoy4way,,Data East,,,,#N/A
arcade,ket,Ketsui: Kizuna Jigoku Tachi,x,x,x,x,x,,,,,VERTICAL,2002,2,8 way,3,Cave,joy8way,,Cave / AMI license,,,,#N/A
arcade,kicker,Kicker,x,x,x,x,x,x,x,x,x,VERTICAL,1985,2,4 way,2,Konami,joy4way,,Konami,,,,#N/A
arcade,kicknrun,Kick & Run,x,x,x,x,x,,,,,HORIZONTAL,1986,4,8 way,2,Taito,joy8way,,Taito,,,,#N/A
arcade,kikcubic,Meikyu Jima,,x,x,x,,,,,,HORIZONTAL,1988,2,4 way,2,Irem,joy4way,,Irem,,,,#N/A
arcade,kikikai,KiKi KaiKai,x,,x,x,,,,,,VERTICAL,1986,2,8 way,2,Taito,joy8way,,Taito,,,,#N/A
arcade,kingdmgp,Kingdom Grandprix,x,x,x,x,x,,,,,VERTICAL,1994,2,8 way,3,Raizing,joy8way,,Raizing / Eighting,,,,#N/A
arcade,kingofb,King of Boxer,x,,x,x,,,,,,VERTICAL,1985,2,8 way,3,Other,joy8way,,Woodplace Inc.,,,,#N/A
arcade,kinst,Killer Instinct 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1994,2,8 way,6,Other,joy8way,,Rare / Midway license,,,,#N/A
arcade,kinst2,Killer Instinct 2,x,x,x,x,x,x,x,x,,HORIZONTAL,1996,2,8 way,6,Other,joy8way,,Rare / Midway license,,,,#N/A
arcade,kizuna,Kizuna Encounter: Super Tag Battle,x,,x,x,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,klax,Klax,,x,x,x,,,,,,HORIZONTAL,1989,2,4 way,1,Atari,joy4way,,Atari Games / Atari,,,,#N/A
arcade,kncljoe,Knuckle Joe,x,x,x,x,x,,,,,HORIZONTAL,1985,2,8 way,2,Taito,joy8way,,Seibu Kaihatsu / Taito,,,,#N/A
arcade,knights,Knights of the Round,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1991,3,8 way,2,Capcom,joy8way,,Capcom,,,,#N/A
arcade,kod,"King of Dragons, The",x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1991,3,8 way,2,Capcom,joy8way,,Capcom,,,,#N/A
arcade,kof2000,"King of Fighters 2000, The",x,x,x,x,,,,,,HORIZONTAL NEOGEO,2000,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,kof2002,"King of Fighters 2002, The",x,x,x,x,x,,x,,,HORIZONTAL NEOGEO,2002,2,8 way,4,Neo Geo,joy8way,,Eolith / Playmore,,,,#N/A
arcade,kof95,"King of Fighters 1995, The",x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,kof98,"King of Fighters 1998, The: The Slugfest",x,x,x,x,x,,x,,,HORIZONTAL NEOGEO,1998,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,kof99,"King of Fighters 1999, The: Millennium Battle",,x,x,x,,,,,,HORIZONTAL NEOGEO,1999,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,kotm,King of the Monsters 1,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,kotm2,King of the Monsters 2: The Next Thing,,x,x,x,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,kov,Knights of Valour 1,x,x,x,x,x,x,x,x,,HORIZONTAL,1999,4,8 way,4,Other,joy8way,,IGS,,,,#N/A
arcade,kov2,Knights of Valour 2,x,x,x,x,x,,,,,HORIZONTAL,2000,4,8 way,4,Other,joy8way,,IGS,,,,#N/A
arcade,kungfum,Kung-Fu Master,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1984,2,8 way,2,Irem,joy8way,,Irem,,,,#N/A
arcade,kurikint,Kuri Kinton,x,x,x,x,x,,,,,HORIZONTAL,1988,2,8 way,2,Taito,joy8way,,Taito,,,,#N/A
arcade,ladybug,Lady Bug,x,x,x,x,x,,x,,,VERTICAL,1981,2,4 way,0,Other,joy4way,,Universal,,,,#N/A
arcade,lastbld2,"Last Blade 2, The",x,x,x,x,x,x,x,x,x,HORIZONTAL NEOGEO,1998,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,lastduel,Last Duel,x,x,x,x,x,x,x,x,,VERTICAL,1988,2,8 way,2,Capcom,joy8way,,Capcom,,,,#N/A
arcade,ldrun,Lode Runner,,x,x,x,,,,,,HORIZONTAL,1984,2,8 way,2,Irem,joy8way,,Irem / licensed from Broderbund,,,,#N/A
arcade,lemmings,Lemmings,,x,x,x,,,,,,HORIZONTAL,1991,2,trackball,2,Data East,,trackball,Data East,,,,#N/A
arcade,lgtnfght,Lightning Fighters,x,x,x,x,,,,,,VERTICAL,1990,2,8 way,3,Konami,joy8way,,Konami,,,,#N/A
arcade,lightbr,Light Bringer,,,x,x,,,,,,HORIZONTAL,1993,4,8 way,4,Taito,joy8way,dial,Taito,,,,#N/A
arcade,lkage,"Legend of Kage, The",x,x,x,x,x,,,,,HORIZONTAL,1984,2,8 way,2,Taito,joy8way,,Taito,,,,#N/A
arcade,llander,Lunar Lander,,x,x,x,,,,,,HORIZONTAL,1979,1,analog,3,Atari,,pedal,Atari,,,,#N/A
arcade,loderndf,Lode Runner: The Dig Fight,x,x,x,x,x,,,,,HORIZONTAL,2000,4,8 way,3,Psikyo,joy8way,,Psikyo,,,,#N/A
arcade,loht,Legend of Hero Tonma,x,x,x,x,x,x,x,x,,HORIZONTAL,1989,2,8 way,4,Irem,joy8way,,Irem,,,,#N/A
arcade,lrescue,Lunar Rescue,x,x,x,x,x,,,,,VERTICAL,1979,2,4 way,1,Taito,joy2way,,Taito,,,,#N/A
arcade,lwings,Legendary Wings,x,x,x,x,x,x,x,x,,VERTICAL,1986,2,8 way,2,Capcom,joy8way,,Capcom,,,,#N/A
arcade,madgear,Mad Gear,x,x,x,x,x,x,x,x,,VERTICAL,1989,2,8 way,3,Capcom,joy8way,,Capcom,,,,#N/A
arcade,magdrop3,Magical Drop 3,x,,x,x,,,,,,HORIZONTAL NEOGEO,1997,2,8 way,4,Neo Geo,joy8way,,Data East,,,,#N/A
